,Unnamed: 0,DBA Name,Facility Type,Risk,Address,Zip,Results,Latitude,Longitude
2403,3020,PORKCHOP/BIG & LITTLE S,Restaurant,Risk 1 (High),5700 S CICERO AVE ,60638.0,Pass,41.78932932326538,-87.74164564419638
2526,3183,GUIDEPOST MONTESSORI AT MAGNIFICENT MILE,Children s Services Facility,Risk 1 (High),226 E ILLNOIS ST ,60611.0,Pass,41.89097172346226,-87.6214834673762
2533,3190,CATALYST RANCH,Restaurant,Risk 1 (High),656 W RANDOLPH ST ,60661.0,Pass,41.88452928463143,-87.64494524641546
2540,3197,ERIE NEIGHBORHOOD HOUSE,Children s Services Facility,Risk 1 (High),1701 W SUPERIOR ST ,60622.0,Fail,41.89500554624363,-87.6698132252846
2549,3208,WENTWORTH SEAFOOD HOUSE,Restaurant,Risk 1 (High),2229 S WENTWORTH AVE ,60616.0,Pass,41.852023150198406,-87.63184844304722
2588,3255,FALCON 300,Grocery Store,Risk 3 (Low),304-310 S CICERO AVE ,60644.0,Pass,41.876622404666854,-87.74528678507124
2701,3386,BISMILLAH RESTAURANT,Restaurant,Risk 1 (High),2510 W DEVON AVE ,60659.0,Pass,41.99778802851346,-87.69280878916278
2708,3393,ARAMARK,School,Risk 1 (High),13300 S LANGLEY ,60827.0,Pass w/ Conditions,41.65363660026574,-87.60507067062305
2787,3498,MARIANO S #8520,Grocery Store,Risk 1 (High),3145 S ASHLAND AVE ,60608.0,Pass,41.836468347729024,-87.66556690213167
2853,3582,NOBLE ST CHTR-CRIMSON(CORLISS HS),School,Risk 1 (High),821 E 103rd St (10300S) ,60628.0,Pass,41.7073909624871,-87.60307842087006
2882,3619,PARK  PLAZA RETIREMENT CENTER,Restaurant,Risk 1 (High),6840 N SACRAMENTO AVE ,60645.0,Pass,42.00599079054639,-87.70472572459505
2899,3641,JIMMY S SANDWICH SHOP,Restaurant,Risk 2 (Medium),4000 W GRAND AVE ,60651.0,Pass,41.90625887086,-87.72635347636164
2905,3648,REILLY S DAUGHTER IRISH PUB,Restaurant,Risk 1 (High),5700 S CICERO AVE ,60638.0,Pass,41.78932932326538,-87.74164564419638
2916,3659,ST. LEONARD S MINISTRIES MICHAEL BARLOW,Restaurant,Risk 1 (High),2120 W Warren BLVD ,60612.0,Pass,41.88229074742003,-87.67998547681276
2957,3709,ROYS LUNCH BAG,Restaurant,Risk 1 (High),403 E 71ST ST ,60619.0,Fail,41.76560498384187,-87.61511390884785
2972,3724,COUSINS SUBS,Restaurant,Risk 1 (High),120 W MADISON ST ,60602.0,Pass w/ Conditions,41.882081136557176,-87.6315134139163
2998,3753,STAX CAFE,Restaurant,Risk 3 (Low),522 N MILWAUKEE AVE ,60642.0,Pass,41.89173286514732,-87.64865419293943
3056,3839,KUMIKO,Restaurant,Risk 1 (High),630 W LAKE ST ,60661.0,Pass w/ Conditions,41.885807019661705,-87.64417189465739
3062,3846,"LA HACIENDA BRANDS, INC",Grocery Store,Risk 3 (Low),2420 S WOOD ST ,60608.0,Fail,41.84787200960282,-87.67094854477631
3072,3860,MADEROS LATIN GRILL & BAR,Restaurant,Risk 1 (High),1800-1802 W IRVING PARK RD ,60613.0,Pass w/ Conditions,41.95432383794356,-87.67432083688223
3120,3916,KINZIE HOTEL,Restaurant,Risk 1 (High),20 W KINZIE ST ,60654.0,Pass w/ Conditions,41.88935203301385,-87.62884885027289
3121,3917,YCCS CHATHAM ACADEMY,School,Risk 1 (High),9035 S LANGLEY ,60619.0,Pass,41.73011663852989,-87.60694294434614
3130,3928,KINZIE HOTEL,Restaurant,Risk 1 (High),20 W KINZIE ST ,60654.0,Pass w/ Conditions,41.88935203301385,-87.62884885027289
3153,3961,DAIRY QUEEN BRAZER,Restaurant,Risk 1 (High),5636 W IRVING PARK RD ,60634.0,Pass w/ Conditions,41.95327478609715,-87.76852367918282
3157,3968,RANALLIS,Restaurant,Risk 1 (High),1508-1512 W BERWYN AVE ,60640.0,Pass w/ Conditions,41.97812335776489,-87.66875586923621
3163,3974,JERK PALACE HUB,Restaurant,Risk 1 (High),8554 S STONY ISLAND AVE ,60617.0,Pass w/ Conditions,41.73890074811685,-87.58583792292983
3164,3975,DOMINO S,Restaurant,Risk 2 (Medium),509 N ORLEANS ST ,60654.0,Pass,41.8910754076385,-87.63687267718794
3165,3977,DUNKIN DONUTS,Restaurant,Risk 2 (Medium),309 W CHICAGO AVE ,60654.0,Pass w/ Conditions,41.896457755041396,-87.63609804227903
3166,3978,SEE THRU CHINESE KITCHEN,Restaurant,Risk 1 (High),6700 S STONY ISLAND AVE ,60649.0,Fail,41.77329289585066,-87.58644236831431
3167,3979,DUNKIN DONUTS,Restaurant,Risk 2 (Medium),6250 N CLARK ST ,60660.0,Pass,41.99585325362753,-87.67034662244741
3168,3980,MINI CHI CHI INC.,Restaurant,Risk 1 (High),5431 W MADISON ST ,60644.0,Fail,41.88018311843046,-87.76131902310048
3169,3981,LA HUACANA,Grocery Store,Risk 1 (High),2021 W CERMAK RD ,60608.0,Pass w/ Conditions,41.85205177702522,-87.67672125249806
3170,3983,SU TAQUERIA THALY S INC.,Restaurant,Risk 1 (High),3156 N AUSTIN AVE ,60634.0,Pass w/ Conditions,41.93834100224705,-87.77635804996433
3171,3985,WALGREENS #2025,Grocery Store,Risk 3 (Low),3000 S HALSTED ST ,60608.0,Pass,41.83977194658385,-87.64646751112869
3172,3986,DOMINO S,Restaurant,Risk 1 (High),5628 W FULLERTON AVE ,60639.0,Pass w/ Conditions,41.9240730675666,-87.76714907506481
3173,3987,LA MICHOACANA D BEATRIZ & ALMA,Restaurant,Risk 2 (Medium),6058 W 63RD ST ,60638.0,Fail,41.77792720318868,-87.77387978625013
3174,3989,TEMPO CAFE,Restaurant,Risk 1 (High),6 E CHESTNUT ST ,60611.0,Pass w/ Conditions,41.89843137207629,-87.62800916305582
3175,3994,CARAVAN,Restaurant,Risk 1 (High),4810 N BROADWAY ,60640.0,Pass w/ Conditions,41.96935748217429,-87.65982656853042
3176,3995,NARANJA DULCE INC,Restaurant,Risk 2 (Medium),3124 W MONTROSE AVE ,60618.0,Fail,41.96130502535564,-87.70680593483436
3177,3998,SUBWAY,Restaurant,Risk 1 (High),6450 S PULASKI RD ,60629.0,Pass w/ Conditions,41.775286555703005,-87.72281928238219
3178,3999,JIMMY JOHN OF CHICAGO,Restaurant,Risk 1 (High),7329 W IRVING PARK RD ,60634.0,Pass w/ Conditions,41.95256564111005,-87.81127429615809
3179,4000,"GREAT WALL ASIAN BISTRO, INC.",Restaurant,Risk 1 (High),6748 N Sheridan RD ,60626.0,Pass w/ Conditions,42.004991834339926,-87.66101659008797
3180,4001,TOLEDO RESTAURANT,Restaurant,Risk 1 (High),6251 N MCCORMICK RD ,60659.0,Pass w/ Conditions,41.99547887896528,-87.71287526525124
3181,4002,DOLLOP COFFEE CO,Restaurant,Risk 1 (High),55 W MONROE ST ,60603.0,Pass w/ Conditions,41.88059895501336,-87.62990739051766
3182,4004,KARLOV GROCERY & TOBACCO,Grocery Store,Risk 3 (Low),2200 N KARLOV AVE ,60639.0,Pass w/ Conditions,41.92088375918306,-87.7292587630687
3183,4005,CHEPE S TACOS,Restaurant,Risk 1 (High),2007-2009 S DAMEN AVE ,60608.0,Pass w/ Conditions,41.85469470170735,-87.67576513516752
3184,4007,DEMERIOS MARNERIS,Restaurant,Risk 1 (High),5801 S KEDZIE AVE ,60629.0,Pass w/ Conditions,41.78797636416977,-87.70325124213517
3185,4015,FRAN S BEEF,Restaurant,Risk 1 (High),2021 S BLUE ISLAND AVE ,60608.0,Pass w/ Conditions,41.854572220124695,-87.66378596101777
3186,4016,YATAI,Restaurant,Risk 1 (High),6230 N BROADWAY ,60660.0,Pass w/ Conditions,41.995460981222365,-87.66057971349507
3187,4017,MS. EGGROLL,Restaurant,Risk 1 (High),4513 N SHERIDAN RD ,60640.0,Pass w/ Conditions,41.96406154994989,-87.65462505908155
3188,4018,BROTHER S RESTAURANT,Restaurant,Risk 1 (High),3000 W BELMONT AVE ,60618.0,Pass w/ Conditions,41.93947287194346,-87.70278709263836
3189,4020,SUBWAY,Restaurant,Risk 1 (High),3551 N CENTRAL AVE ,60634.0,Pass w/ Conditions,41.94559898708753,-87.7665992429523
3190,4021,COUSINS SUBS,Restaurant,Risk 1 (High),120 W MADISON ST ,60602.0,Fail,41.882081136557176,-87.6315134139163
3191,4024,WENDY S,Restaurant,Risk 1 (High),8740 S LAFAYETTE AVE ,60620.0,Pass,41.734880618955415,-87.6255519405575
3192,4026,HEALTHCARE ALTERNATIVE SYSTEMS,Restaurant,Risk 1 (High),1949 N HUMBOLDT BLVD ,60647.0,Fail,41.91707339369025,-87.70193043997543
3193,4027,JACKALOPE COFFEE & TEA HOUSE,Restaurant,Risk 2 (Medium),753-755 W 32ND ST ,60616.0,Pass w/ Conditions,41.83611698356011,-87.6457701269918
3194,4028,"IRVING HALL, INC.",Restaurant,Risk 3 (Low),6003-6009 W IRVING PARK RD ,60634.0,Pass w/ Conditions,41.95294184356289,-87.77690830975227
3195,4029,CAFECITO,Restaurant,Risk 1 (High),401-403 W FULLERTON PKWY ,60614.0,Fail,41.92550053743645,-87.63917880349767
3196,4030,CANTON STAR CHINESE RESTAURANT,Restaurant,Risk 1 (High),2230 S WESTERN AVE ,60608.0,Pass w/ Conditions,41.851162319245056,-87.68576314717423
3197,4032,HAPPY CHINESE KITCHEN,Restaurant,Risk 1 (High),80 E CERMAK RD ,60616.0,Pass w/ Conditions,41.852973826131965,-87.62389568269657
3198,4033,DOUBLETREE BY HILTON CHICAGO-MAGNIFICENT MILE,Restaurant,Risk 1 (High),300 E OHIO ST ,60611.0,Pass,41.89271058459394,-87.62013065840584
3199,4034,ASIAN TOWN NOODLES,Restaurant,Risk 1 (High),7534 W ADDISON ST ,60634.0,Fail,41.945207380599754,-87.81568964421925
3200,4035,TASTY CHICKEN & SALAD,Restaurant,Risk 1 (High),4100 W MADISON ST ,60624.0,Pass w/ Conditions,41.88080415817653,-87.72824442169659
3201,4036,MCDONALD S,Restaurant,Risk 2 (Medium),2844 W 47TH ST ,60632.0,Pass,41.80835880096846,-87.69600054787155
3202,4037,BRAIN FOOD COURT,Restaurant,Risk 1 (High),5700 S LAKE SHORE DR ,60637.0,Pass,41.791420282097995,-87.58014776868883
3203,4038,CHINA PALACE,Restaurant,Risk 1 (High),1129 W THORNDALE AVE ,60660.0,Fail,41.98992502738334,-87.65943957792769
3204,4039,THE SCOUT,Restaurant,Risk 1 (High),1301 S WABASH AVE ,60605.0,Fail,41.86567654331935,-87.62564984178259
3205,4040,"IRVING HALL, INC.",Restaurant,Risk 1 (High),6003-6009 W IRVING PARK RD ,60634.0,Pass w/ Conditions,41.95294184356289,-87.77690830975227
3206,4041,ASIAN TOWN NOODLES,Restaurant,Risk 1 (High),7534 W ADDISON ST ,60634.0,Fail,41.945207380599754,-87.81568964421925
3207,4045,MARISCOS LAS ISLITAS,Restaurant,Risk 1 (High),2446 S WESTERN AVE ,60608.0,Pass w/ Conditions,41.84700445937776,-87.68564732285108
3208,4046,"XIAN DYNASTY CUISINE, LLC",Restaurant,Risk 1 (High),2218 N LINCOLN AVE ,60614.0,Fail,41.92227753141586,-87.64454446144859
3209,4047,SUBWAY,Restaurant,Risk 1 (High),3205 W 63RD ST ,60629.0,Pass,41.77885938286479,-87.70340468311451
3210,4048,TASTE OF AFRICA,Restaurant,Risk 1 (High),3933 N BROADWAY ,60613.0,Pass w/ Conditions,41.95377882546025,-87.64985955666889
3211,4049,STAN S DONUTS & COFFEE,Restaurant,Risk 2 (Medium),26 E ROOSEVELT RD FL ,60605.0,Pass w/ Conditions,41.86753862662266,-87.6262084807218
3212,4050,CAFE JUMPING BEAN,Restaurant,Risk 2 (Medium),1439 W 18TH ST ,60608.0,Pass w/ Conditions,41.85774187006349,-87.66283278618192
3213,4053,L CAFECITO JUMPING BEAN,Restaurant,Risk 2 (Medium),2010 S DAMEN AVE ,60608.0,Pass w/ Conditions,41.85454816429968,-87.67605573204399
3214,4054,"ED S FOOD MART, INC.",Grocery Store,Risk 2 (Medium),11809 S MICHIGAN AVE ,60628.0,Pass w/ Conditions,41.67958373431513,-87.6204127649633
3215,4056,KIZUKI RAMEN & IZAKAYA,Restaurant,Risk 1 (High),1538 N CLYBOURN AVE ,60610.0,Pass,41.90931377383362,-87.64750167889011
3216,4057,KIZUKI RAMEN & IZAKAYA,Restaurant,Risk 1 (High),1538 N CLYBOURN AVE ,60610.0,Pass,41.90931377383362,-87.64750167889011
3217,4059,OBEROI S INDIAN FOOD AND DELHI NIHARI,Restaurant,Risk 1 (High),6405-6407 N BELL AVE ,60645.0,Fail,41.99799950820969,-87.68608793080686
3218,4060,FIT FOR LIFE,Restaurant,Risk 1 (High),311 S WACKER DR ,60606.0,Pass w/ Conditions,41.877791648104406,-87.63652434443534
3219,4062,WENDYS OLD FASHIONED HAMBURGERS,Restaurant,Risk 1 (High),758 W 117TH ST ,60628.0,Pass,41.68194036015946,-87.64195936290173
3220,4063,ROOM 12,Restaurant,Risk 1 (High),1152 S WABASH AVE ,60605.0,Fail,41.867694378113896,-87.62597902749147
3221,4064,THE MEDICI,Restaurant,Risk 1 (High),1327 E 57TH ST ,60637.0,Pass w/ Conditions,41.791365029528606,-87.5937003851426
3222,4066,DOUBLETREE BY HILTON CHICAGO-MAGNIFICENT MILE,Restaurant,Risk 1 (High),300 E OHIO ST ,60611.0,Pass,41.89271058459394,-87.62013065840584
3223,4067,UNIVERSAL ENTERTAINMENT CENTER,Restaurant,Risk 1 (High),11901 S LOOMIS ST ,60643.0,Pass w/ Conditions,41.677565550357954,-87.65638236856995
3224,4068,TONY S MICHOACANA,Restaurant,Risk 2 (Medium),4618 S KEDZIE AVE ,60632.0,Pass w/ Conditions,41.809335409450064,-87.70417002664308
3225,4069,7 DAYS FOOD MART,Grocery Store,Risk 1 (High),5267 W NORTH AVE ,60639.0,Pass,41.90936168548472,-87.75811696605398
3226,4070,ZIA S LAGO VISTA,Restaurant,Risk 1 (High),3817-3819 N ASHLAND AVE ,60613.0,Pass w/ Conditions,41.951186412380856,-87.66882564060083
3227,4074,TARGET STORE # 1889,Restaurant,Risk 2 (Medium),1154 S CLARK ST ,60605.0,Pass,41.86757101543305,-87.63058647386144
3228,4075,AEA FOOD MART,Grocery Store,Risk 3 (Low),2857 S KOSTNER AVE ,60623.0,Pass w/ Conditions,41.83876003745043,-87.7339810506418
3229,4076,MORRY S DELI,Restaurant,Risk 1 (High),5500 S CORNELL AVE ,60637.0,Pass w/ Conditions,41.795119210139816,-87.5855552597703
3230,4078,RIB PALACE LLC,Restaurant,Risk 1 (High),5607 W CORCORAN PL ,60644.0,Pass w/ Conditions,41.887106177538534,-87.76543552121103
3231,4079,LA MICHOACANA PREMIIUM,Restaurant,Risk 1 (High),5160 S PULASKI RD ,60632.0,Pass w/ Conditions,41.79875025743268,-87.72346641018879
3232,4080,7-ELEVEN #337288,Restaurant,Risk 2 (Medium),645 N KINGSBURY ST ,60654.0,Pass w/ Conditions,41.893460503566985,-87.64127552306698
3233,4083,CURRENCY EXCHANGE CAFE/BING,Restaurant,Risk 1 (High),305-307 E GARFIELD ,60637.0,Pass w/ Conditions,41.7943165619035,-87.61897923924498
3234,4084,MOLADE  CHILD DEVELOPMENT CENTER,Children s Services Facility,Risk 1 (High),1120 N LAMON AVE ,60651.0,Pass,41.901086765978654,-87.74854019856667
3235,4087,SOLO DELI & GROCERY LLC,Grocery Store,Risk 3 (Low),4759 W LAKE ST ,60644.0,Pass w/ Conditions,41.886501986520884,-87.74540075402561
3236,4088,PUNKY S PIZZA AND PASTA,Restaurant,Risk 1 (High),2600 S WALLACE ST ,60616.0,Fail,41.84534677608762,-87.64172615535112
3237,4091,WEST LAWN FOODS,Grocery Store,Risk 1 (High),5838 S PULASKI RD ,60629.0,Pass w/ Conditions,41.786608409502335,-87.72313002889523
3238,4093,Dunkin Donuts,Restaurant,Risk 2 (Medium),626 S Clark ST BLDG ,60605.0,Pass w/ Conditions,41.873996794253934,-87.63080550326386
3239,4094,KFC,Restaurant,Risk 1 (High),4713-4717 W FULLERTON AVE ,60639.0,Pass w/ Conditions,41.92415317497275,-87.74439178759731
3240,4095,CASA DEL SOL,Restaurant,Risk 1 (High),8918 S COMMERCIAL AVE ,60617.0,Fail,41.73312627466022,-87.55147733331738
3241,4097,CHICAGO PRODUCE,Grocery Store,Risk 1 (High),3500 W LAWRENCE AVE ,60625.0,Pass,41.96848537331812,-87.71587132951538
3242,4100,STAX CAFE,Restaurant,Risk 1 (High),522 N MILWAUKEE AVE ,60642.0,Pass,41.89173286514732,-87.64865419293943
3243,4101,HUCK FINN DONUTS,Restaurant,Risk 1 (High),3414 S ARCHER AVE ,60608.0,Pass w/ Conditions,41.83183073021471,-87.67552719195845
3244,4102,SUBWAY SANDWICH,Restaurant,Risk 1 (High),630 S CLARK ST ,60605.0,Pass w/ Conditions,41.87392527968729,-87.63080340131089
3245,4103,NYC BAGEL DELI - DEARBORN,Restaurant,Risk 1 (High),515 N DEARBORN ST ,60654.0,Pass w/ Conditions,41.89138848528104,-87.62949495998848
3246,4104,PRIMROSE ACADEMY,Children s Services Facility,Risk 1 (High),2345 - 2347 W NORTH AVE ,60647.0,Pass,41.910221538262064,-87.68656368457748
3247,4105,JAMMY BURGER,Restaurant,Risk 1 (High),7301 S KEDZIE AVE ,60629.0,Fail,41.7608061174595,-87.70251735250555
3248,4107,HOLIDAY INN CHICAGO O HARE,Restaurant,Risk 1 (High),5615 N CUMBERLAND AVE ,60631.0,Pass,41.981428164177366,-87.83643430209348
3249,4110,SHARKS FISH-CHICKEN,Restaurant,Risk 2 (Medium),250-252 E 35TH ST ,60616.0,Pass w/ Conditions,41.831187404696436,-87.61978768516512
3250,4112,POTBELLY SANDWICH WORKS,Restaurant,Risk 1 (High),5304 N CLARK ST ,60640.0,Pass w/ Conditions,41.97820526310159,-87.66849069015261
3251,4115,BURGER KING,Restaurant,Risk 2 (Medium),6400 W FULLERTON AVE ,60707.0,Pass w/ Conditions,41.92378618871128,-87.78556720562166
3252,4116,LIFE SPRING HEALTH FOOD,Grocery Store,Risk 2 (Medium),3178 N CLARK ST ,60657.0,Pass w/ Conditions,41.93970516259879,-87.65065013413742
3253,4117,TEMPO CAFE,Restaurant,Risk 1 (High),6 E CHESTNUT ST ,60611.0,Fail,41.89843137207629,-87.62800916305582
3254,4120,POTBELLY SANDWICH WORKS,Restaurant,Risk 1 (High),57 E CHICAGO AVE ,60611.0,Pass w/ Conditions,41.896599125135566,-87.6259903391252
3255,4121,LOTUS SEED,Restaurant,Risk 1 (High),5100 N BROADWAY ,60640.0,Fail,41.97464568398467,-87.6599701789707
3256,4122,RODRIGUEZ FRUITS & VEGETABLE,Grocery Store,Risk 1 (High),2458 S ST LOUIS AVE ,60623.0,Pass w/ Conditions,41.84632986093311,-87.71255139973057
3257,4124,CARNICERIA JIMENEZ INC,Grocery Store,Risk 1 (High),4204-4216 W NORTH AVE ,60639.0,Pass,41.90992524705789,-87.73155721632436
3258,4125,WENDY S,Restaurant,Risk 1 (High),8740 S LAFAYETTE AVE ,60620.0,Fail,41.734880618955415,-87.6255519405575
3259,4126,TACO BELL,Restaurant,Risk 1 (High),2407-2409 N CLARK ST ,60614.0,Pass,41.925848669341796,-87.6404864171542
3260,4127,TACO BELL,Restaurant,Risk 1 (High),2407-2409 N CLARK ST ,60614.0,Pass,41.925848669341796,-87.6404864171542
3261,4128,FANCY PLANTS CAFE,Restaurant,Risk 1 (High),613 W BRIAR PL ,60657.0,Pass w/ Conditions,41.939032813292386,-87.64494165404354
3262,4129,PIZZA CAPRI,Restaurant,Risk 1 (High),1501 E 53RD ST ,60615.0,Pass w/ Conditions,41.79943425904436,-87.58904625526527
3263,4130,HOLIDAY INN CHICAGO O HARE,Restaurant,Risk 1 (High),5615 N CUMBERLAND AVE ,60631.0,Pass,41.981428164177366,-87.83643430209348
3264,4131,8 AVE SNACK SHOP,Grocery Store,Risk 3 (Low),249 W CERMAK RD ,60616.0,Pass w/ Conditions,41.85271673337672,-87.6339345627447
3265,4132,HAROLD S THE FRIED WING KING,Restaurant,Risk 2 (Medium),1118 W WILSON AVE ,60640.0,Pass w/ Conditions,41.96549905070616,-87.65824706819338
3266,4133,TEXAS DE BRAZIL,Restaurant,Risk 1 (High),210 E ILLINOIS ST ,60611.0,Pass,41.89107855222701,-87.6221019442773
3267,4134,DAKSHIN,Restaurant,Risk 1 (High),420 S CLARK ST ,60605.0,Pass w/ Conditions,41.87643560996343,-87.63088309864014
3268,4135,GORDITAS SANTIAGO,Restaurant,Risk 1 (High),3825 W 63RD ST ,60629.0,Pass w/ Conditions,41.778607156111505,-87.71888742431345
3269,4136,TASTE OF AFRICA,Restaurant,Risk 1 (High),3933 N BROADWAY ,60613.0,Fail,41.95377882546025,-87.64985955666889
3270,4137,H & J WAREHOUSE,Grocery Store,Risk 3 (Low),5112-5122 S RACINE AVE ,60609.0,Pass w/ Conditions,41.80101686094483,-87.65519364302828
3271,4141,THE ROOST CAROLINA KITCHEN,Restaurant,Risk 3 (Low),3474 N CLARK ST ,60657.0,Pass w/ Conditions,41.94537989344811,-87.65522014489369
3272,4142,PLAY KITCHEN & COCKTAILS,Restaurant,Risk 1 (High),7 W DIVISION ST ,60610.0,Fail,41.90382674336225,-87.62899230340855
3273,4143,GABY S PANADERIA Y PIZZERIA,Bakery,Risk 1 (High),5050-5054 W FULLERTON AVE ,60639.0,Pass w/ Conditions,41.92425666505584,-87.7532575799249
3274,4144,TACO BELL,Restaurant,Risk 1 (High),2407-2409 N CLARK ST ,60614.0,Fail,41.925848669341796,-87.6404864171542
3275,4145,BIRRIERIA DE LA TORRE MEXICAN RESTAURANT,Restaurant,Risk 1 (High),6724-6726 S PULASKI RD ,60629.0,Pass w/ Conditions,41.77061934281714,-87.72270418892046
3276,4147,CHARTWELLS,Restaurant,Risk 1 (High),1816 W GARFIELD BLVD ,60609.0,Pass w/ Conditions,41.79407037097534,-87.67023496228866
3277,4149,MAXWELL S,Restaurant,Risk 1 (High),7600 S ASHLAND AVE ,60620.0,Pass,41.75571944084707,-87.66371778419494
3278,4151,KIDSLIFE DAYCARE CENTER,Children s Services Facility,Risk 1 (High),4528 W FULLERTON AVE ,60639.0,Pass,41.92443189678791,-87.74016062021433
3279,4152,STARBUCKS COFFEE #2378,Restaurant,Risk 2 (Medium),4553-4557 N LINCOLN AVE ,60625.0,Pass w/ Conditions,41.964622923210825,-87.68577071779451
3280,4154,DUNKIN DONUTS,Restaurant,Risk 2 (Medium),1659 W 18TH ST ,60608.0,Pass,41.85764780028449,-87.66856199075926
3281,4155,HEALTHCARE ALTERNATIVE SYSTEMS,Restaurant,Risk 1 (High),1949 N HUMBOLDT BLVD ,60647.0,Fail,41.91707339369025,-87.70193043997543
3282,4157,WEST LAWN FOODS,Grocery Store,Risk 1 (High),5838 S PULASKI RD ,60629.0,Fail,41.786608409502335,-87.72313002889523
3283,4158,EXPRESS FOOD MART & CELLULAR,Grocery Store,Risk 2 (Medium),11058 S WENTWORTH AVE ,60628.0,Fail,41.6925731483279,-87.62805289398561
3284,4160,MILLER PIZZA CO.,Restaurant,Risk 1 (High),17 W 35TH ST ,60616.0,Pass w/ Conditions,41.83089083505026,-87.62723820487749
3285,4164,MAYPOLE ONE STOP SHOP INC.,Grocery Store,Risk 3 (Low),236 N PULASKI RD ,60624.0,Pass w/ Conditions,41.88464314058556,-87.72592866367854
3286,4165,FOREVER YOGURT - LOGAN SQUARE,Restaurant,Risk 2 (Medium),2741 N ELSTON AVE ,60647.0,Pass w/ Conditions,41.931465996205475,-87.68656175913836
3287,4167,WHOLE FOODS MARKET,Grocery Store,Risk 1 (High),255 E GRAND AVE ,60611.0,Pass,41.891689839806666,-87.62044413482636
3288,4169,TACO BELL,Restaurant,Risk 1 (High),2407-2409 N CLARK ST ,60614.0,Fail,41.925848669341796,-87.6404864171542
3289,4170,ADDISON MART,Grocery Store,Risk 3 (Low),7532 W ADDISON ST ,60634.0,Pass w/ Conditions,41.9452073989746,-87.81561657009544
3290,4172,SOPRAFFINA MARKETCAFFE,Restaurant,Risk 1 (High),200 E RANDOLPH ST ,60601.0,Pass w/ Conditions,41.8846320757672,-87.62224799108877
3291,4173,GIORDANO S PIZZA,Restaurant,Risk 1 (High),5927 W IRVING PARK RD ,60634.0,Pass w/ Conditions,41.95296188094511,-87.77541370832724
3292,4175,LUGANOS PIZZA,Restaurant,Risk 1 (High),7315 S KEDZIE AVE ,60629.0,Pass w/ Conditions,41.76035640975471,-87.70236441354389
